days,dollar_rate
1661,"6,79"
1662,"6,81"
1663,"6,81"
1664,"6,78"
1665,"6,73"
1666,"6,75"
1667,"6,76"
1668,"6,77"
1669,"6,78"
1670,"6,78"
1671,"6,78"
1672,"6,81"
1673,"6,82"
1674,"6,83"
1675,"6,83"
1676,"6,85"
1677,"6,84"
1678,"6,84"
1679,"6,84"
1680,"6,85"
1681,"6,84"
1682,"6,84"
1683,"6,84"
1684,"6,84"
1685,"6,84"
1686,"6,84"
1687,"6,84"
1688,"6,85"
1689,"6,85"
1690,"6,85"
1691,"6,85"
1692,"6,85"
1693,"6,85"
1694,"6,85"
1695,"6,85"
1696,"6,84"
1697,"6,84"
1698,"6,84"
1699,"6,84"
1700,"6,83"
1701,"6,84"
1702,"6,84"
1703,"6,88"
1704,"6,94"
1705,"6,94"
1706,"6,93"
1707,"6,99"
1708,"7,16"
1709,"7,27"
1710,"7,30"
1711,"7,25"
1712,"7,29"
1713,"7,31"
1714,"7,34"
1715,"7,37"
1716,"7,37"
1717,"7,35"
1718,"7,30"
1719,"7,22"
1720,"7,34"
1721,"7,37"
1722,"7,35"
1723,"7,32"
1724,"7,31"
1725,"7,33"
1726,"7,34"
1727,"7,36"
1728,"7,40"
1729,"7,41"
1730,"7,43"
1731,"7,45"
1732,"7,47"
1733,"7,46"
1734,"7,44"
1735,"7,47"
1736,"7,47"
1737,"7,47"
1738,"7,52"
1739,"7,53"
1740,"7,57"
1741,"7,63"
1742,"7,66"
1743,"7,66"
1744,"7,55"
1745,"7,75"
1746,"7,81"
1747,"7,75"
1748,"7,69"
1749,"7,73"
1750,"7,73"
1751,"7,75"
1752,"7,83"
1753,"7,89"
1754,"7,91"
1755,"7,87"
1756,"7,88"
1757,"7,92"
1758,"7,91"
1759,"7,91"
1760,"7,88"
1761,"7,88"
1762,"7,82"
1763,"7,80"
1764,"7,94"
1765,"8,03"
1766,"8,12"
1767,"8,12"
1768,"8,31"
1769,"8,38"
1770,"8,45"
1771,"8,46"
1772,"8,44"
1773,"8,46"
1774,"8,18"
1775,"8,24"
1776,"8,05"
1777,"7,79"
1778,"7,63"
1779,"7,68"
1780,"7,74"
1781,"7,72"
1782,"7,67"
1783,"7,58"
1784,"7,76"
1785,"7,92"
1786,"7,94"
1787,"7,89"
1788,"7,80"
1789,"7,79"
1790,"7,84"
1791,"7,81"
1792,"7,85"
1793,"7,78"
1794,"7,84"
1795,"7,81"
1796,"7,82"
1797,"7,85"
1798,"7,93"
1799,"7,87"
1800,"7,83"
1801,"7,79"
1802,"7,75"
1803,"7,69"
1804,"7,68"
1805,"7,64"
1806,"7,63"
1807,"7,62"
1808,"7,55"
1809,"7,47"
1810,"7,41"
1811,"7,34"
1812,"7,42"
1813,"7,36"
1814,"7,39"
1815,"7,33"
1816,"7,27"
1817,"7,35"
1818,"7,44"
1819,"7,46"
1820,"7,43"
1821,"7,39"
1822,"7,39"
1823,"7,50"
1824,"7,45"
1825,"7,44"
1826,"7,38"
1827,"7,40"
1828,"7,38"
1829,"7,38"
1830,"7,35"
1831,"7,37"
1832,"7,32"
1833,"7,22"
1834,"7,14"
1835,"7,15"
1836,"7,13"
1837,"7,08"
1838,"7,07"
1839,"7,08"
1840,"7,05"
1841,"7,04"
1842,"7,02"
1843,"6,97"
1844,"6,92"
1845,"7,00"
1846,"6,95"
1847,"6,96"
1848,"6,99"
1849,"7,03"
1850,"7,14"
1851,"7,19"
1852,"7,37"
1853,"7,30"
1854,"7,31"
1855,"7,34"
1856,"7,45"
1857,"7,51"
1858,"7,59"
1859,"7,64"
1860,"7,60"
1861,"7,44"
1862,"7,57"
1863,"7,54"
1864,"7,50"
1865,"7,50"
1866,"7,46"
1867,"7,27"
1868,"7,90"
1869,"7,81"
1870,"7,97"
1871,"7,94"
1872,"7,99"
1873,"8,12"
1874,"8,33"
1875,"8,33"
1876,"8,17"
1877,"8,04"
1878,"8,14"
1879,"8,14"
1880,"8,17"
1881,"8,15"
1882,"8,14"
1883,"8,17"
1884,"8,14"
1885,"8,07"
1886,"8,06"
1887,"8,06"
1888,"8,05"
1889,"8,10"
1890,"8,14"
1891,"8,27"
1892,"8,33"
1893,"8,23"
1894,"8,19"
1895,"8,18"
1896,"8,23"
1897,"8,29"
1898,"8,31"
1899,"8,34"
1900,"8,31"
1901,"8,27"
1902,"8,25"
1903,"8,29"
1904,"8,29"
1905,"8,35"
1906,"8,33"
1907,"8,37"
1908,"8,36"
1909,"8,38"
1910,"8,39"
1911,"8,43"
1912,"8,43"
1913,"8,55"
1914,"8,50"
1915,"8,50"
1916,"8,61"
1917,"8,62"
1918,"8,68"
1919,"8,62"
1920,"8,59"
1921,"8,58"
1922,"8,53"
1923,"8,35"
1924,"8,34"
1925,"8,55"
1926,"8,52"
1927,"8,62"
1928,"8,66"
1929,"8,75"
1930,"8,72"
1931,"8,61"
1932,"8,66"
1933,"8,68"
1934,"8,72"
1935,"8,71"
1936,"8,68"
1937,"8,68"
1938,"8,68"
1939,"8,67"
1940,"8,65"
1941,"8,67"
1942,"8,69"
1943,"8,67"
1944,"8,63"
1945,"8,60"
1946,"8,61"
1947,"8,51"
1948,"8,51"
1949,"8,57"
1950,"8,56"
1951,"8,54"
1952,"8,50"
1953,"8,41"
1954,"8,39"
1955,"8,32"
1956,"8,42"
1957,"8,53"
1958,"8,56"
1959,"8,64"
1960,"8,62"
1961,"8,62"
1962,"8,57"
1963,"8,54"
1964,"8,47"
1965,"8,41"
1966,"8,46"
1967,"8,51"
1968,"8,53"
1969,"8,46"
1970,"8,41"
1971,"8,38"
1972,"8,36"
1973,"8,38"
1974,"8,30"
1975,"8,29"
1976,"8,26"
1977,"8,30"
1978,"8,28"
1979,"8,30"
1980,"8,41"
1981,"8,47"
1982,"8,40"
1983,"8,44"
1984,"8,43"
1985,"8,43"
1986,"8,44"
1987,"8,57"
1988,"8,66"
1989,"8,63"
1990,"8,63"
1991,"8,66"
1992,"8,82"
1993,"8,84"
1994,"8,86"
1995,"8,84"
1996,"8,88"
1997,"8,85"
1998,"8,85"
1999,"8,84"
2000,"8,91"
2001,"8,86"
2002,"8,90"
2003,"8,94"
2004,"9,00"
2005,"9,02"
2006,"9,14"
2007,"9,20"
2008,"9,27"
2009,"9,28"
2010,"9,31"
2011,"9,29"
2012,"9,59"
2013,"9,74"
2014,"9,46"
2015,"9,48"
2016,"9,48"
2017,"9,53"
2018,"9,52"
2019,"9,66"
2020,"9,69"
2021,"9,70"
2022,"9,68"
2023,"9,70"
2024,"9,78"
2025,"9,92"
2026,"9,91"
2027,"9,98"
2028,"10,17"
2029,"10,40"
2030,"10,70"
2031,"11,03"
2032,"11,17"
2033,"12,16"
2034,"12,61"
2035,"12,00"
2036,"12,08"
2037,"12,66"
2038,"12,94"
2039,"13,34"
2040,"13,41"
2041,"13,68"
2042,"13,77"
2043,"13,67"
2044,"13,62"
2045,"13,74"
2046,"13,83"
2047,"14,25"
2048,"14,17"
2049,"14,64"
2050,"15,21"
2051,"16,34"
2052,"17,47"
2053,"13,02"
2054,"12,45"
2055,"11,45"
2056,"11,73"
2057,"11,39"
2058,"11,83"
2059,"12,22"
2060,"12,98"
2061,"13,33"
2062,"13,42"
2063,"13,19"
2064,"13,37"
2065,"13,64"
2066,"13,75"
2067,"13,72"
2068,"13,73"
2069,"13,72"
2070,"13,54"
2071,"13,51"
2072,"13,48"
2073,"13,51"
2074,"13,57"
2075,"13,44"
2076,"13,40"
2077,"13,38"
2078,"13,50"
2079,"13,50"
2080,"13,59"
2081,"13,61"
2082,"13,40"
2083,"13,37"
2084,"13,43"
2085,"13,55"
2086,"13,53"
2087,"13,54"
2088,"13,62"
2089,"13,57"
2090,"13,53"
2091,"13,49"
2092,"13,54"
2093,"13,60"
2094,"13,62"
2095,"13,60"
2096,"13,61"
2097,"13,61"
2098,"13,74"
2099,"13,78"
2100,"14,23"
2101,"14,04"
2102,"13,83"
2103,"13,89"
2104,"14,04"
2105,"14,11"
2106,"14,18"
2107,"14,30"
2108,"14,47"
2109,"14,61"
2110,"14,74"
2111,"14,90"
2112,"14,76"
2113,"14,75"
2114,"14,68"
2115,"14,67"
2116,"14,76"
2117,"14,82"
2118,"14,80"
2119,"14,81"
2120,"14,82"
2121,"14,81"
2122,"14,82"
2123,"14,79"
2124,"14,65"
2125,"14,64"
2126,"14,66"
2127,"14,69"
2128,"14,70"
2129,"14,72"
2130,"14,73"
2131,"14,72"
2132,"14,72"
2133,"14,66"
2134,"14,56"
2135,"14,59"
2136,"14,62"
2137,"14,63"
2138,"14,63"
2139,"14,64"
2140,"14,66"
2141,"14,71"
2142,"14,74"
2143,"14,77"
2144,"14,80"
2145,"14,78"
2146,"14,79"
2147,"14,83"
2148,"14,90"
2149,"14,97"
2150,"15,19"
2151,"15,29"
2152,"15,35"
2153,"15,44"
2154,"15,56"
2155,"15,79"
2156,"15,92"
2157,"15,92"
2158,"15,85"
2159,"16,08"
2160,"16,27"
2161,"16,37"
2162,"16,35"
2163,"16,36"
2164,"16,39"
2165,"16,41"
2166,"16,44"
2167,"16,48"
2168,"16,56"
2169,"16,71"
2170,"17,09"
2171,"17,20"
2172,"17,06"
2173,"17,23"
2174,"17,23"
2175,"17,26"
2176,"17,29"
2177,"17,29"
2178,"17,31"
2179,"17,32"
2180,"17,33"
2181,"17,35"
2182,"17,35"
2183,"16,65"
2184,"16,62"
2185,"16,67"
2186,"16,66"
2187,"16,72"
2188,"16,79"
2189,"16,94"
2190,"17,18"
2191,"17,26"
2192,"17,26"
2193,"17,39"
2194,"17,46"
2195,"17,46"
2196,"17,54"
2197,"17,56"
2198,"17,63"
2199,"17,71"
2200,"17,80"
2201,"17,83"
2202,"17,87"
2203,"17,90"
2204,"17,89"
2205,"17,93"
2206,"17,93"
2207,"17,94"
2208,"17,94"
2209,"17,94"
2210,"17,94"
2211,"17,93"
2212,"17,93"
2213,"17,94"
2214,"17,94"
2215,"17,94"
2216,"17,94"
2217,"17,94"
2218,"17,97"
2219,"18,08"
2220,"18,10"
2221,"18,10"
2222,"18,12"
2223,"18,15"
2224,"18,16"
2225,"18,16"
2226,"18,17"
2227,"18,18"
2228,"18,20"
2229,"18,21"
2230,"18,20"
2231,"18,21"
2232,"18,22"
2233,"18,22"
2234,"18,22"
2235,"18,22"
2236,"18,23"
2237,"18,24"
2238,"18,25"
2239,"18,27"
2240,"18,28"
2241,"18,29"
2242,"18,34"
2243,"18,37"
2244,"18,43"
2245,"18,45"
2246,"18,49"
2247,"18,50"
2248,"18,52"
2249,"18,54"
2250,"18,54"
2251,"18,56"
2252,"18,56"
2253,"18,56"
2254,"18,56"
2255,"18,56"
2256,"18,57"
2257,"18,57"
2258,"18,56"
2259,"18,57"
2260,"18,57"
2261,"18,57"
2262,"18,57"
2263,"18,57"
2264,"18,58"
2265,"18,58"
2266,"18,59"
2267,"18,59"
2268,"18,59"
2269,"18,59"
2270,"18,60"
2271,"18,60"
2272,"18,60"
2273,"18,59"
2274,"18,58"
2275,"18,58"
2276,"18,58"
2277,"18,58"
2278,"18,51"
2279,"18,58"
2280,"18,59"
2281,"18,59"
2282,"18,60"
2283,"18,59"
2284,"18,60"
2285,"18,60"
2286,"18,61"
2287,"18,60"
2288,"18,61"
2289,"18,61"
2290,"18,61"
2291,"18,62"
2292,"18,61"
